nama_outlet,kode_outlet,nama_bm,kode_bm,kode_doc_type,deskripsi_kode_type,dpp,ppn,total,document_id,no_transaksi,tanggal,no_referensi
KF. Wonosari,BX32,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,40430,,40430,626017548,RC1112TP011019975J,2/9/2025,YQBX32250209
KF. Wonosari,BX32,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,586624,,586624,626017548,RC1112TP011019984I,2/9/2025,YQBX32250209
KF. Wonosari,BX32,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,46743703,,46743703,626017548,RC1112TP0110201105,2/9/2025,YQBX32250209
KF. Wonosari,BX32,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,13162444,,13162444,626017548,RC1112TP011020234O,2/9/2025,YQBX32250209
KF TITIBUMI,BX33,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,13892,,13892,626017549,RC11132P0110210013,2/9/2025,YQBX33250209
KF TITIBUMI,BX33,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,8724266,,8724266,626017549,RC11132P011021346F,2/9/2025,YQBX33250209
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,12147511,,12147511,626017550,RC1113510110200657,2/9/2025,YQBX35250209
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,666400,,666400,626017550,RC111351011020107G,2/9/2025,YQBX35250209
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1545928,,1545928,626017550,RC111351011020133E,2/9/2025,YQBX35250209
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,257213,,257213,626017550,RC1113510110201496,2/9/2025,YQBX35250209
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,390249,,390249,626017550,RC1113510110201861,2/9/2025,YQBX35250209
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,285000,,285000,626017550,RC111351011020569Q,2/9/2025,YQBX35250209
KF PALAGAN TENGAH,BX39,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,6779307,,6779307,626017551,RC1113F4011020386B,2/9/2025,YQBX39250209
KF Jakal 3.5,BX40,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,229020,,229020,626017552,RC1113F20110207050,2/9/2025,YQBX40250209
KF Jakal 3.5,BX40,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,54410,,54410,626017552,RC1113F2011020718N,2/9/2025,YQBX40250209
KF Jakal 3.5,BX40,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1057130,,1057130,626017552,RC1113F2011020746J,2/9/2025,YQBX40250209
KF Bhayangkara Kulon Progo,BX50,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1158061,,1158061,626017553,RC1113UR011021243E,2/9/2025,YQBX50250209
KF Bhayangkara Kulon Progo,BX50,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,125093,,125093,626017553,RC1113UR0110212854,2/9/2025,YQBX50250209
KF Bhayangkara Kulon Progo,BX50,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,2413714,,2413714,626017553,RC1113UR011021409E,2/9/2025,YQBX50250209
KF Bhayangkara Kulon Progo,BX50,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,494809,,494809,626017553,RC1113UR011021451C,2/9/2025,YQBX50250209
KF Bhayangkara Kulon Progo,BX50,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,7235538,,7235538,626017553,RC1113UR011021551B,2/9/2025,YQBX50250209
KF Bhayangkara Kulon Progo,BX50,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1878418,,1878418,626017553,RC1113UR0110216369,2/9/2025,YQBX50250209
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,369600,,369600,626017554,RC1114YY011020636I,2/9/2025,YQBX52250209
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1699720,,1699720,626017555,RC1112NJ0110225535,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,4760264,,4760264,626017555,RC1112NJ0110225704,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,348750,,348750,626017555,RC1112NJ011022587N,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,29094,,29094,626017555,RC1112NJ011022597L,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1151503,,1151503,626017555,RC1112NJ0110226169,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1443194,,1443194,626017555,RC1112NJ0110226409,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,280526,,280526,626017555,RC1112NJ0110226614,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,8284433,,8284433,626017555,RC1112NJ0110229282,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1377528,,1377528,626017555,RC1112NJ011022974O,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1536000,,1536000,626017555,RC1112NJ011023023E,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,4869187,,4869187,626017555,RC1112NJ0110231724,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,750013,82501,832514,626017555,RC1112NJ0110233900,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,745940,,745940,626017555,RC1112NJ0110234623,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,868394,,868394,626017555,RC1112NJ011024669K,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,465115,,465115,626017555,RC1112NJ0110247048,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,2471590,,2471590,626017555,RC1112NJ0110249251,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1273117,,1273117,626017555,RC1112NJ011025102E,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,950307,,950307,626017555,RC1112NJ0110252452,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,4404172,,4404172,626017555,RC1112NJ011025472P,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,783136,,783136,626017555,RC1112NJ011025579H,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,2588319,,2588319,626017555,RC1112NJ0110257046,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,877734,,877734,626017555,RC1112NJ011026180Q,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,893549,,893549,626017555,RC1112NJ011026239Q,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,2153735,,2153735,626017555,RC1112NJ011026310A,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1066008,,1066008,626017555,RC1112NJ011026489E,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1859303,,1859303,626017555,RC1112NJ011026588E,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1006345,,1006345,626017555,RC1112NJ011026745N,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1431860,,1431860,626017555,RC1112NJ011026795D,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,21091917,,21091917,626017555,RC1112NJ011026869E,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1030450,,1030450,626017555,RC1112NJ011026896B,2/10/2025,YQBX01250210
KF.0021,BX01,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,41395562,,41395562,626017555,RC1112NJ011027087I,2/10/2025,YQBX01250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,3459400,,3459400,626017556,RC1112QX011024099G,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,3459400,,3459400,626017556,RC1112QX0110241139,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,3459400,,3459400,626017556,RC1112QX0110241273,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,3459400,,3459400,626017556,RC1112QX0110241362,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,3459400,,3459400,626017556,RC1112QX011024163R,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,3459400,,3459400,626017556,RC1112QX011024175N,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,3459400,,3459400,626017556,RC1112QX011024190O,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,3459400,,3459400,626017556,RC1112QX0110242129,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,3459400,,3459400,626017556,RC1112QX0110242218,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,3459400,,3459400,626017556,RC1112QX0110242352,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,536463,,536463,626017556,RC1112QX011024297G,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,536463,,536463,626017556,RC1112QX011024339P,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,536463,,536463,626017556,RC1112QX011024356O,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,536463,,536463,626017556,RC1112QX011024370Q,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,536463,,536463,626017556,RC1112QX011024386I,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,536463,,536463,626017556,RC1112QX0110244403,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,536463,,536463,626017556,RC1112QX011024454P,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,536463,,536463,626017556,RC1112QX011024468J,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,536463,,536463,626017556,RC1112QX011024472N,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,536463,,536463,626017556,RC1112QX0110245046,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,970125,,970125,626017556,RC1112QX0110245402,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,970125,,970125,626017556,RC1112QX011024556M,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,970125,,970125,626017556,RC1112QX011024585H,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,970125,,970125,626017556,RC1112QX0110246081,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,970125,,970125,626017556,RC1112QX011024644P,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,970125,,970125,626017556,RC1112QX011024676H,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1549350,,1549350,626017556,RC1112QX011024729N,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1549350,,1549350,626017556,RC1112QX011024765J,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1549350,,1549350,626017556,RC1112QX011024787D,2/10/2025,YQBX03250210
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,2838000,,2838000,626017556,RC1112QX011024865I,2/10/2025,YQBX03250210
KF.0088,BX04,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,7633251,,7633251,626017557,RC1112R1011022233H,2/10/2025,YQBX04250210
KF.0088,BX04,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,8930674,,8930674,626017557,RC1112R1011022540F,2/10/2025,YQBX04250210
KF.0088,BX04,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,13527779,,13527779,626017557,RC1112R1011024496O,2/10/2025,YQBX04250210
KF.0088,BX04,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,547167,,547167,626017557,RC1112R1011027304B,2/10/2025,YQBX04250210
KF.0207,BX07,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,373971,,373971,626017558,RC1112R90110230402,2/10/2025,YQBX07250210
KF.0207,BX07,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,670966,,670966,626017558,RC1112R9011023234Q,2/10/2025,YQBX07250210
KF.0207,BX07,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1776889,,1776889,626017558,RC1112R90110234006,2/10/2025,YQBX07250210
KF.0207,BX07,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,633802,,633802,626017558,RC1112R9011023427N,2/10/2025,YQBX07250210
KF.0207,BX07,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,128640,,128640,626017558,RC1112R9011023514R,2/10/2025,YQBX07250210
KF.0207,BX07,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,10544320,,10544320,626017558,RC1112R9011023748F,2/10/2025,YQBX07250210
KF.0207,BX07,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,10396647,,10396647,626017558,RC1112R9011025093D,2/10/2025,YQBX07250210
KF.0225,BX08,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,298680,,298680,626017559,RC1112RE011027559N,2/10/2025,YQBX08250210
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,20850424,,20850424,626017560,RC1112RH0110228505,2/10/2025,YQBX09250210
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,183255,,183255,626017560,RC1112RH0110232821,2/10/2025,YQBX09250210
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,254267,,254267,626017560,RC1112RH011023299K,2/10/2025,YQBX09250210
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,35315,,35315,626017560,RC1112RH011023369P,2/10/2025,YQBX09250210
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,264679,,264679,626017560,RC1112RH0110234801,2/10/2025,YQBX09250210
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,21026,,21026,626017560,RC1112RH011023501F,2/10/2025,YQBX09250210
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1903414,,1903414,626017560,RC1112RH0110235533,2/10/2025,YQBX09250210
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1028722,,1028722,626017560,RC1112RH011023592O,2/10/2025,YQBX09250210
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,392150,,392150,626017560,RC1112RH011023612B,2/10/2025,YQBX09250210
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,5778904,,5778904,626017560,RC1112RH0110241811,2/10/2025,YQBX09250210
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,5207674,,5207674,626017560,RC1112RH0110245264,2/10/2025,YQBX09250210
KF.0401 Seturan,BX12,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,497249,,497249,626017561,RC1112RP011022424N,2/10/2025,YQBX12250210
KF.0401 Seturan,BX12,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,16612939,,16612939,626017561,RC1112RP011025002R,2/10/2025,YQBX12250210
KF.0401 Seturan,BX12,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,759904,,759904,626017561,RC1112RP011025052H,2/10/2025,YQBX12250210
KF.0401 Seturan,BX12,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,348000,,348000,626017561,RC1112RP0110265717,2/10/2025,YQBX12250210
KF.0401 Seturan,BX12,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,180696,,180696,626017561,RC1112RP011026924A,2/10/2025,YQBX12250210
KF.0406 Jamal,BX13,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,122661,,122661,626017562,RC1112RR011024833A,2/10/2025,YQBX13250210
KF 0416,BX14,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,866253,,866253,626017563,RC1112RT011022351C,2/10/2025,YQBX14250210
KF 0416,BX14,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,5842676,,5842676,626017563,RC1112RT011022426C,2/10/2025,YQBX14250210
KF 0416,BX14,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,465598,,465598,626017563,RC1112RT0110225289,2/10/2025,YQBX14250210
KF 0416,BX14,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1527951,,1527951,626017563,RC1112RT011025404C,2/10/2025,YQBX14250210
KF 0416,BX14,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,245322,,245322,626017563,RC1112RT011025556R,2/10/2025,YQBX14250210
KF 0416,BX14,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,659403,,659403,626017563,RC1112RT0110257316,2/10/2025,YQBX14250210
KF 0416,BX14,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,76222,,76222,626017563,RC1112RT011025765O,2/10/2025,YQBX14250210
KF 0416,BX14,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1091554,,1091554,626017563,RC1112RT011026848M,2/10/2025,YQBX14250210
KF 0416,BX14,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,207408,,207408,626017563,RC1112RT011026891J,2/10/2025,YQBX14250210
KF 0416,BX14,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,7631043,,7631043,626017563,RC1112RT011026983I,2/10/2025,YQBX14250210
KF.0524 Banteng,BX19,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,82173,,82173,626017564,RC1112T60110233500,2/10/2025,YQBX19250210
KF.0524 Banteng,BX19,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,503154,,503154,626017564,RC1112T6011026352K,2/10/2025,YQBX19250210
KF.0524 Banteng,BX19,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,864865,,864865,626017564,RC1112T6011026482D,2/10/2025,YQBX19250210
KF.0609 Tajem,BX21,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,384000,,384000,626017565,RC1112T80110265944,2/10/2025,YQBX21250210
KF.0609 Tajem,BX21,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,314828,,314828,626017565,RC1112T8011026614J,2/10/2025,YQBX21250210
KF. SIDOARUM,BX29,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,180144,,180144,626017566,RC1112TL011023168H,2/10/2025,YQBX29250210
KF. SIDOARUM,BX29,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,4872364,,4872364,626017566,RC1112TL0110245994,2/10/2025,YQBX29250210
KF. Kota Gede,BX31,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,4401497,,4401497,626017567,RC1112TN011023360J,2/10/2025,YQBX31250210
KF. Kota Gede,BX31,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,960351,,960351,626017567,RC1112TN011023510R,2/10/2025,YQBX31250210
KF. Kota Gede,BX31,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,2390460,,2390460,626017567,RC1112TN011023620O,2/10/2025,YQBX31250210
KF. Kota Gede,BX31,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,736142,,736142,626017567,RC1112TN011023815J,2/10/2025,YQBX31250210
KF. Kota Gede,BX31,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1432909,,1432909,626017567,RC1112TN0110238784,2/10/2025,YQBX31250210
KF. Kota Gede,BX31,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,124681,,124681,626017567,RC1112TN0110270971,2/10/2025,YQBX31250210
KF. Kota Gede,BX31,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,3600000,,3600000,626017567,RC1112TN0110272684,2/10/2025,YQBX31250210
KF. Kota Gede,BX31,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,276562,,276562,626017567,RC1112TN0110272835,2/10/2025,YQBX31250210
KF TITIBUMI,BX33,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,89317,,89317,626017568,RC11132P0110260806,2/10/2025,YQBX33250210
KF TITIBUMI,BX33,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1626134,,1626134,626017568,RC11132P011026386P,2/10/2025,YQBX33250210
KF TITIBUMI,BX33,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,6071232,,6071232,626017568,RC11132P0110265623,2/10/2025,YQBX33250210
KF TITIBUMI,BX33,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,5011993,,5011993,626017568,RC11132P011027089N,2/10/2025,YQBX33250210
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,781200,,781200,626017569,RC1113510110242246,2/10/2025,YQBX35250210
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,20537942,,20537942,626017569,RC1113510110244146,2/10/2025,YQBX35250210
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1075866,,1075866,626017569,RC111351011025955I,2/10/2025,YQBX35250210
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,402539,,402539,626017569,RC111351011025980H,2/10/2025,YQBX35250210
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,147254,,147254,626017569,RC1113510110260244,2/10/2025,YQBX35250210
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,180144,,180144,626017569,RC111351011026039P,2/10/2025,YQBX35250210
